,title,link
628,"A ""forest generation"" living in harmony with nature",https://ted.com/talks/ernestine_leikeki_sevidzem_a_forest_generation_living_in_harmony_with_nature
629,"""True Love"" / ""Africa""",https://ted.com/talks/yemi_alade_true_love_africa
630,"""Fight For You""",https://ted.com/talks/raye_zaragoza_fight_for_you
631,Where does all the carbon we release go?,https://ted.com/talks/kristen_bell_giant_ant_where_does_all_the_carbon_we_release_go
632,Why is 1.5 degrees such a big deal?,https://ted.com/talks/kristen_bell_giant_ant_why_is_1_5_degrees_such_a_big_deal
633,The joy of taking out the trash,https://ted.com/talks/aparna_nancherla_the_joy_of_taking_out_the_trash
634,If trees could speak,https://ted.com/talks/elif_shafak_if_trees_could_speak
635,Kids are speaking up for the environment. Let's listen,https://ted.com/talks/olafur_eliasson_kids_are_speaking_up_for_the_environment_let_s_listen
636,"""Luna Negra"" / ""Carita de Inocente"" / ""Corazón Sin Cara"" / ""Darte un Beso""",https://ted.com/talks/prince_royce_luna_negra_carita_de_inocente_corazon_sin_cara_darte_un_beso
637,The state of the climate crisis	in 2020,https://ted.com/talks/climate_action_tracker_the_state_of_the_climate_crisis_in_2020
638,What is net-zero?,https://ted.com/talks/kristen_bell_giant_ant_what_is_net_zero
639,Why is the world warming up?,https://ted.com/talks/kristen_bell_giant_ant_why_is_the_world_warming_up
640,How Ikea is growing its business while shrinking emissions,https://ted.com/talks/jesper_brodin_and_pia_heidenmark_cook_how_ikea_is_growing_its_business_while_shrinking_emissions
641,A game that lets you decide how to tackle the climate crisis,https://ted.com/talks/cassie_flynn_a_game_that_lets_you_decide_how_to_tackle_the_climate_crisis
642,"The life unfolding inside your cells, revealed in 3D",https://ted.com/talks/gokul_upadhyayula_the_life_unfolding_inside_your_cells_revealed_in_3d
643,"What causes panic attacks, and how can you prevent them?",https://ted.com/talks/cindy_j_aaronson_what_causes_panic_attacks_and_how_can_you_prevent_them
644,Civilization on the Moon — and what it means for life on Earth,https://ted.com/talks/jessy_kate_schingler_civilization_on_the_moon_and_what_it_means_for_life_on_earth
645,What kids can teach adults about asking for help,https://ted.com/talks/yeyoon_kim_what_kids_can_teach_adults_about_asking_for_help
646,"Who owns the ""wilderness""?",https://ted.com/talks/elyse_cox_who_owns_the_wilderness
647,The myth of the stolen eyeballs,https://ted.com/talks/nathan_d_horowitz_the_myth_of_the_stolen_eyeballs
648,"An illustrated kingdom of real, fantastical plants",https://ted.com/talks/nirupa_rao_an_illustrated_kingdom_of_real_fantastical_plants
649,Racism thrives on silence — speak up!,https://ted.com/talks/dexter_dias_racism_thrives_on_silence_speak_up
650,The surprising effects of pregnancy,https://ted.com/talks/ted_ed_the_surprising_effects_of_pregnancy
651,"The neuroscience of psychedelic drugs, music and nostalgia",https://ted.com/talks/frederick_streeter_barrett_the_neuroscience_of_psychedelic_drugs_music_and_nostalgia
652,The lie that invented racism,https://ted.com/talks/john_biewen_the_lie_that_invented_racism
653,The problem with the U.S. bail system,https://ted.com/talks/camilo_ramirez_the_problem_with_the_u_s_bail_system
654,A global movement to solve global problems,https://ted.com/talks/colombe_cahen_salvador_a_global_movement_to_solve_global_problems
655,Performing brain surgery without a scalpel,https://ted.com/talks/hyunsoo_joshua_no_performing_brain_surgery_without_a_scalpel
656,"The ancient, earth-friendly wisdom of Mongolian nomads",https://ted.com/talks/khulan_batkhuyag_the_ancient_earth_friendly_wisdom_of_mongolian_nomads
657,"""Taranta"" / ""Calblanque""	",https://ted.com/talks/antonio_munoz_fernandez_taranta_calblanque
658,How humanity can reach the stars,https://ted.com/talks/philip_lubin_how_humanity_can_reach_the_stars
659,"The World Machine | Think Like A Coder, Ep 10",https://ted.com/talks/alex_rosenthal_the_world_machine_think_like_a_coder_ep_10
660,Why we must confront the painful parts of US history,https://ted.com/talks/hasan_kwame_jeffries_why_we_must_confront_the_painful_parts_of_us_history
661,3 secrets to Netflix's success,https://ted.com/talks/reed_hastings_3_secrets_to_netflix_s_success
662,Is human evolution speeding up or slowing down?,https://ted.com/talks/laurence_hurst_is_human_evolution_speeding_up_or_slowing_down
663,The psychological traits that shape your political beliefs,https://ted.com/talks/dannagal_g_young_the_psychological_traits_that_shape_your_political_beliefs
664,Is life meaningless? And other absurd questions,https://ted.com/talks/nina_medvinskaya_is_life_meaningless_and_other_absurd_questions
665,"""Jabberwocky"": One of literature's best bits of nonsense",https://ted.com/talks/lewis_carroll_jabberwocky_one_of_literature_s_best_bits_of_nonsense
666,"If you adults won't save the world, we will",https://ted.com/talks/xiye_bastida_if_you_adults_won_t_save_the_world_we_will
667,"""The Muse"" / ""Spring Song""",https://ted.com/talks/sheku_kanneh_mason_and_isata_kanneh_mason_the_muse_spring_song
668,Kid Cudi goes back to high school — and shares what he's learned,https://ted.com/talks/kid_cudi_kid_cudi_goes_back_to_high_school_and_shares_what_he_s_learned
669,Secrets of the mind and free will — revealed by magic tricks,https://ted.com/talks/alice_pailhes_secrets_of_the_mind_and_free_will_revealed_by_magic_tricks
670,What role does luck play in your life?,https://ted.com/talks/barry_schwartz_what_role_does_luck_play_in_your_life
671,Why do we blame individuals for economic crises?,https://ted.com/talks/liene_ozolina_why_do_we_blame_individuals_for_economic_crises
672,A day in the life of an ancient Greek architect,https://ted.com/talks/mark_robinson_a_day_in_the_life_of_an_ancient_greek_architect
673,You shouldn't have to choose between filling your prescriptions and paying bills,https://ted.com/talks/kiah_williams_you_shouldn_t_have_to_choose_between_filling_your_prescriptions_and_paying_bills
674,The Japanese folktale of the selfish scholar,https://ted.com/talks/iseult_gillespie_the_japanese_folktale_of_the_selfish_scholar
675,The psychology of inequality and political division,https://ted.com/talks/keith_payne_the_psychology_of_inequality_and_political_division
676,"""Distance"" / ""Sides""",https://ted.com/talks/emily_king_distance_sides
677,"How to win an argument (at the US Supreme Court, or anywhere)",https://ted.com/talks/neal_katyal_how_to_win_an_argument_at_the_us_supreme_court_or_anywhere
678,A lesson in turning adversaries into allies,https://ted.com/talks/leah_garces_a_lesson_in_turning_adversaries_into_allies
679,What it takes to make change,https://ted.com/talks/jacqueline_novogratz_what_it_takes_to_make_change
680,Are all of your memories real?,https://ted.com/talks/daniel_l_schacter_are_all_of_your_memories_real
681,"Dear Facebook, this is how you're breaking democracy",https://ted.com/talks/yael_eisenstat_dear_facebook_this_is_how_you_re_breaking_democracy
682,4 steps to ending extreme poverty,https://ted.com/talks/shameran_abed_4_steps_to_ending_extreme_poverty
683,Why people fall for misinformation,https://ted.com/talks/joseph_isaac_why_people_fall_for_misinformation
684,How do daily habits lead to political violence?,https://ted.com/talks/christiane_marie_abu_sarah_how_do_daily_habits_lead_to_political_violence
685,Want to grow healthy food? Start with your lawn,https://ted.com/talks/john_c_trimble_want_to_grow_healthy_food_start_with_your_lawn
686,Can you solve the sorting hat riddle?,https://ted.com/talks/dan_katz_and_alex_rosenthal_can_you_solve_the_sorting_hat_riddle
687,Dignity isn't a privilege. It's a worker's right,https://ted.com/talks/abigail_disney_dignity_isn_t_a_privilege_it_s_a_worker_s_right
688,6 tips for better sleep,https://ted.com/talks/matt_walker_6_tips_for_better_sleep
689,Why specializing early doesn't always mean career success,https://ted.com/talks/david_epstein_why_specializing_early_doesn_t_always_mean_career_success
690,The fish that walk on land,https://ted.com/talks/noah_r_bressman_the_fish_that_walk_on_land
691,"Nature, folklore and serendipitous photo collaborations",https://ted.com/talks/riitta_ikonen_and_karoline_hjorth_nature_folklore_and_serendipitous_photo_collaborations
692,"""Joey's Song"" / ""The Other Side"" / ""Lorena""	",https://ted.com/talks/bob_schneider_joey_s_song_the_other_side_lorena
693,What Saturn's most mysterious moon could teach us about the origins of life ,https://ted.com/talks/elizabeth_zibi_turtle_what_saturn_s_most_mysterious_moon_could_teach_us_about_the_origins_of_life
694,How to outsmart the Prisoner's Dilemma ,https://ted.com/talks/lucas_husted_how_to_outsmart_the_prisoner_s_dilemma
695,How the US medical community fails Black mothers,https://ted.com/talks/wanda_irving_how_the_us_medical_community_fails_black_mothers
696,What it means to be intersex,https://ted.com/talks/susannah_temko_what_it_means_to_be_intersex
697,How much sleep do you really need?,https://ted.com/talks/matt_walker_how_much_sleep_do_you_really_need
698,Is the weather actually becoming more extreme?,https://ted.com/talks/r_saravanan_is_the_weather_actually_becoming_more_extreme
699,The tyranny of merit,https://ted.com/talks/michael_sandel_the_tyranny_of_merit
700,Evolution's great mystery: Language,https://ted.com/talks/michael_corballis_evolution_s_great_mystery_language
701,How animals and plants are evolving in cities,https://ted.com/talks/menno_schilthuizen_how_animals_and_plants_are_evolving_in_cities
702,Why schools should teach for the real world,https://ted.com/talks/ted_dintersmith_why_schools_should_teach_for_the_real_world
703,How game design can help schooling,https://ted.com/talks/caitlin_holman_how_game_design_can_help_schooling
704,Why we must stop dancing to the sound of our own oppression,https://ted.com/talks/madame_gandhi_why_we_must_stop_dancing_to_the_sound_of_our_own_oppression
705,The rise of modern populism,https://ted.com/talks/takis_s_pappas_the_rise_of_modern_populism
706,"Big data, small farms and a tale of two tomatoes",https://ted.com/talks/erin_baumgartner_big_data_small_farms_and_a_tale_of_two_tomatoes
707,How sleep can improve your immunity,https://ted.com/talks/matt_walker_how_sleep_can_improve_your_immunity
708,Can the ocean run out of oxygen?,https://ted.com/talks/kate_slabosky_can_the_ocean_run_out_of_oxygen
709,How doctors can help fix the broken US asylum system,https://ted.com/talks/joseph_shin_how_doctors_can_help_fix_the_broken_us_asylum_system
710,Art in the age of machine intelligence,https://ted.com/talks/refik_anadol_art_in_the_age_of_machine_intelligence
711,"When people are ""suspiciously kind""",https://ted.com/talks/gina_brillon_when_people_are_suspiciously_kind
712,What's that ringing in your ears?,https://ted.com/talks/marc_fagelson_what_s_that_ringing_in_your_ears
713,"Can we call it a ""world map"" if it's missing a billion people?",https://ted.com/talks/rebecca_firth_can_we_call_it_a_world_map_if_it_s_missing_a_billion_people
714,"""Way Home"" / ""Warrior Heart""",https://ted.com/talks/shawnee_way_home_warrior_heart
715,A story of Brazil through a single iconic building,https://ted.com/talks/denise_zmekhol_a_story_of_brazil_through_a_single_iconic_building
716,What to do when everything feels broken,https://ted.com/talks/daniel_alexander_jones_what_to_do_when_everything_feels_broken
717,"""White Lies"" / ""Turn It Around""",https://ted.com/talks/lucius_white_lies_turn_it_around
718,The last living members of an extinct species,https://ted.com/talks/jan_stejskal_the_last_living_members_of_an_extinct_species
719,Why rumors about vaccines spread — and how to rebuild trust,https://ted.com/talks/heidi_larson_why_rumors_about_vaccines_spread_and_how_to_rebuild_trust
720,What silence can teach you about sound,https://ted.com/talks/dallas_taylor_what_silence_can_teach_you_about_sound
721,How sleep affects your emotions,https://ted.com/talks/matt_walker_how_sleep_affects_your_emotions
722,3 questions to ask yourself about US citizenship,https://ted.com/talks/jose_antonio_vargas_3_questions_to_ask_yourself_about_us_citizenship
723,Can you solve the cheating royal riddle?,https://ted.com/talks/dan_katz_can_you_solve_the_cheating_royal_riddle
724,Can you outsmart the fallacy that fooled a generation of doctors?,https://ted.com/talks/elizabeth_cox_can_you_outsmart_the_fallacy_that_fooled_a_generation_of_doctors
725,How to build a resilient future using ancient wisdom,https://ted.com/talks/julia_watson_how_to_build_a_resilient_future_using_ancient_wisdom
726,Let's scan the whole planet with LiDAR,https://ted.com/talks/chris_fisher_let_s_scan_the_whole_planet_with_lidar
727,"The big-beaked, rock-munching fish that protect coral reefs",https://ted.com/talks/mike_gil_the_big_beaked_rock_munching_fish_that_protect_coral_reefs
728,The myth of Ireland's two greatest warriors,https://ted.com/talks/iseult_gillespie_the_myth_of_ireland_s_two_greatest_warriors
729,Newton's three-body problem explained,https://ted.com/talks/fabio_pacucci_newton_s_three_body_problem_explained
730,Can you solve the honeybee riddle?,https://ted.com/talks/dan_finkel_can_you_solve_the_honeybee_riddle
731,Ethical dilemma: The burger murders,https://ted.com/talks/george_siedel_and_christine_ladwig_ethical_dilemma_the_burger_murders
732,No one can figure out how eels have sex,https://ted.com/talks/lucy_cooke_no_one_can_figure_out_how_eels_have_sex
733,What's the connection between sleep and Alzheimer's disease?,https://ted.com/talks/matt_walker_what_s_the_connection_between_sleep_and_alzheimer_s_disease
734,How schools should respond to COVID-19,https://ted.com/talks/nora_flanagan_how_schools_should_respond_to_covid_19
735,A stock market for social justice,https://ted.com/talks/zigzag_a_stock_market_for_social_justice
736,Innovations in sleep,https://ted.com/talks/beautyrest_innovations_in_sleep
737,Hacking your memory — with sleep,https://ted.com/talks/matt_walker_hacking_your_memory_with_sleep
738,Love letters to what we hold dear,https://ted.com/talks/debbie_millman_love_letters_to_what_we_hold_dear
739,Can light stop the coronavirus?,https://ted.com/talks/david_brenner_can_light_stop_the_coronavirus
740,How do our brains process speech?,https://ted.com/talks/gareth_gaskell_how_do_our_brains_process_speech
741,Give yourself permission to be creative,https://ted.com/talks/ethan_hawke_give_yourself_permission_to_be_creative
742,"Deep learning, neural networks and the future of AI",https://ted.com/talks/yann_lecun_deep_learning_neural_networks_and_the_future_of_ai
743,How to connect while apart,https://ted.com/talks/eric_yuan_how_to_connect_while_apart
744,How caffeine and alcohol affect your sleep,https://ted.com/talks/matt_walker_how_caffeine_and_alcohol_affect_your_sleep
745,The case for restorative justice in juvenile courts,https://ted.com/talks/wesley_saint_clair_the_case_for_restorative_justice_in_juvenile_courts
746,Designing for justice,https://ted.com/talks/antionette_carroll_designing_for_justice
747,COVID-19 unraveled the workforce. Here's how to fix it,https://ted.com/talks/mary_l_gray_covid_19_unraveled_the_workforce_here_s_how_to_fix_it
748,"The myth of Jason, Medea, and the Golden Fleece",https://ted.com/talks/iseult_gillespie_the_myth_of_jason_medea_and_the_golden_fleece
749,5 needs that any COVID-19 response should meet,https://ted.com/talks/kwame_owusu_kesse_5_needs_that_any_covid_19_response_should_meet
750,The rise and fall of the Celtic warriors,https://ted.com/talks/philip_freeman_the_rise_and_fall_of_the_celtic_warriors
751,New ways to understand life in a pandemic,https://ted.com/talks/aaron_maniam_new_ways_to_understand_life_in_a_pandemic
752,The fight for civil rights and freedom,https://ted.com/talks/john_lewis_and_bryan_stevenson_the_fight_for_civil_rights_and_freedom
753,A call to end the media coverage mass shooters want ,https://ted.com/talks/tom_teves_a_call_to_end_the_media_coverage_mass_shooters_want
754,A new stock exchange focused on the long-term,https://ted.com/talks/michelle_greene_a_new_stock_exchange_focused_on_the_long_term
755,Las historias de la Historia | Javier Olivares | TEDxMadrid,https://ted.com/talks/javier_olivares_las_historias_de_la_historia
756,How love can help repair social inequality,https://ted.com/talks/chloe_valdary_how_love_can_help_repair_social_inequality
757,The Egyptian myth of the death of Osiris,https://ted.com/talks/alex_gendler_the_egyptian_myth_of_the_death_of_osiris
758,What if you could help decide how the government spends public funds?,https://ted.com/talks/shari_davis_what_if_you_could_help_decide_how_the_government_spends_public_funds
759,Want a more just world? Be an unlikely ally,https://ted.com/talks/dwinita_mosby_tyler_want_a_more_just_world_be_an_unlikely_ally
760,How city mayors are taking action on climate change,https://ted.com/talks/eric_garcetti_how_city_mayors_are_taking_action_on_climate_change
761,A walk through the stages of sleep,https://ted.com/talks/matt_walker_a_walk_through_the_stages_of_sleep
762,A blueprint for reparations in the US,https://ted.com/talks/william_sandy_darity_a_blueprint_for_reparations_in_the_us
763,The race to decode a mysterious language,https://ted.com/talks/susan_lupack_the_race_to_decode_a_mysterious_language
764,The invisible life hidden beneath Antarctica's ice,https://ted.com/talks/ariel_waldman_the_invisible_life_hidden_beneath_antarctica_s_ice
765,Why violence clusters in cities — and how to reduce it,https://ted.com/talks/thomas_abt_why_violence_clusters_in_cities_and_how_to_reduce_it
766,What makes volcanoes erupt?,https://ted.com/talks/steven_anderson_what_makes_volcanoes_erupt
767,What happens when biology becomes technology?,https://ted.com/talks/christina_agapakis_what_happens_when_biology_becomes_technology
768,Rethinking education and celebrating the Arabic language,https://ted.com/talks/ahmad_m_hasnah_rethinking_education_and_celebrating_the_arabic_language
769,"Activism, changemakers and hope for the future",https://ted.com/talks/malala_yousafzai_activism_changemakers_and_hope_for_the_future
770,How to disrupt philanthropy in response to crisis,https://ted.com/talks/darren_walker_how_to_disrupt_philanthropy_in_response_to_crisis
771,How museums help communities heal,https://ted.com/talks/honor_harger_how_museums_help_communities_heal
772,What happened when the United States tried to ban alcohol ,https://ted.com/talks/rod_phillips_what_happened_when_the_united_states_tried_to_ban_alcohol
773,"Every day you live, you impact the planet",https://ted.com/talks/jane_goodall_every_day_you_live_you_impact_the_planet
774,"A friendly, autonomous robot that delivers your food",https://ted.com/talks/ali_kashani_a_friendly_autonomous_robot_that_delivers_your_food
775,The transformative role of art during the pandemic,https://ted.com/talks/anne_pasternak_the_transformative_role_of_art_during_the_pandemic
776,The future of digital communication and privacy,https://ted.com/talks/will_cathcart_the_future_of_digital_communication_and_privacy
777,The tale of the boy who tricked the Devil,https://ted.com/talks/iseult_gillespie_the_tale_of_the_boy_who_tricked_the_devil
778,The COVID-19 crisis is a chance to do capitalism differently,https://ted.com/talks/mariana_mazzucato_the_covid_19_crisis_is_a_chance_to_do_capitalism_differently
779,"""Peaceful Afternoon"" / ""Going To A Town""",https://ted.com/talks/rufus_wainwright_peaceful_afternoon_going_to_a_town
780,How COVID-19 impacted a global tech company and spurred innovation,https://ted.com/talks/craig_silliman_how_covid_19_impacted_a_global_tech_company_and_spurred_innovation
781,The greatest mathematician that never lived,https://ted.com/talks/pratik_aghor_the_greatest_mathematician_that_never_lived
782,Africa is a sleeping giant — I'm trying to wake it up,https://ted.com/talks/adeola_fayehun_africa_is_a_sleeping_giant_i_m_trying_to_wake_it_up
783,The last chief of the Comanches and the fall of an empire,https://ted.com/talks/dustin_tahmahkera_the_last_chief_of_the_comanches_and_the_fall_of_an_empire
784,Can you solve the Ragnarok riddle?,https://ted.com/talks/dan_finkel_can_you_solve_the_ragnarok_riddle
785,What do all languages have in common?,https://ted.com/talks/cameron_morin_what_do_all_languages_have_in_common
786,Oberammergau,https://ted.com/talks/far_flung_oberammergau
787,Scenes from a Black trans life,https://ted.com/talks/d_l_stewart_scenes_from_a_black_trans_life
788,Can beauty open our hearts to difficult conversations?,https://ted.com/talks/titus_kaphar_can_beauty_open_our_hearts_to_difficult_conversations
789,How the pandemic will shape the near future,https://ted.com/talks/bill_gates_how_the_pandemic_will_shape_the_near_future
790,The courage to live with radical uncertainty,https://ted.com/talks/shekinah_elmore_the_courage_to_live_with_radical_uncertainty
791,What foods did your ancestors love?,https://ted.com/talks/aparna_pallavi_what_foods_did_your_ancestors_love
792,Stop being a bystander in your own life,https://ted.com/talks/tracy_edwards_stop_being_a_bystander_in_your_own_life
793,"The trials, tribulations and timeline of a COVID-19 vaccine",https://ted.com/talks/jerome_kim_the_trials_tribulations_and_timeline_of_a_covid_19_vaccine
794,3 ways we can redesign cities for equity and inclusion,https://ted.com/talks/vishaan_chakrabarti_3_ways_we_can_redesign_cities_for_equity_and_inclusion
795,"How women will lead us to freedom, justice and peace",https://ted.com/talks/h_e_ellen_johnson_sirleaf_how_women_will_lead_us_to_freedom_justice_and_peace
796,"How organizations can create safe, inviting workplaces for returning employees",https://ted.com/talks/james_ludwig_how_organizations_can_create_safe_inviting_workplaces_for_returning_employees
797,The beauty and complexity of finding common ground,https://ted.com/talks/matt_trombley_the_beauty_and_complexity_of_finding_common_ground
798,How Dolly Parton led me to an epiphany,https://ted.com/talks/jad_abumrad_how_dolly_parton_led_me_to_an_epiphany
799,The new urgency of climate change,https://ted.com/talks/al_gore_the_new_urgency_of_climate_change
800,First person vs. Second person vs. Third person,https://ted.com/talks/rebekah_bergman_first_person_vs_second_person_vs_third_person
801,The case to infect volunteers with COVID-19 to accelerate vaccine testing,https://ted.com/talks/nir_eyal_the_case_to_infect_volunteers_with_covid_19_to_accelerate_vaccine_testing
802,How to support and celebrate living artists,https://ted.com/talks/swizz_beatz_how_to_support_and_celebrate_living_artists
803,A vision for the future of Afghanistan,https://ted.com/talks/ashraf_ghani_a_vision_for_the_future_of_afghanistan
804,"The Factory | Think Like A Coder, Ep 9",https://ted.com/talks/alex_rosenthal_the_factory_think_like_a_coder_ep_9
805,Why is colonialism (still) romanticized?,https://ted.com/talks/farish_ahmad_noor_why_is_colonialism_still_romanticized
806,A day in the life of a teenage samurai,https://ted.com/talks/constantine_n_vaporis_a_day_in_the_life_of_a_teenage_samurai
807,How digital innovation can fight pandemics and strengthen democracy,https://ted.com/talks/audrey_tang_how_digital_innovation_can_fight_pandemics_and_strengthen_democracy
808,The aesthetics of survival,https://ted.com/talks/hari_nef_the_aesthetics_of_survival
809,The necessity of normalizing queer love,https://ted.com/talks/panti_bliss_the_necessity_of_normalizing_queer_love
810,The myths of gay adoption,https://ted.com/talks/lynne_elvins_the_myths_of_gay_adoption
811,"Why am I ""so gay?""",https://ted.com/talks/thomas_lloyd_why_am_i_so_gay
812,A path to higher education and employment for refugees,https://ted.com/talks/chrystina_russell_a_path_to_higher_education_and_employment_for_refugees
813,How racial bias works — and how to disrupt it,https://ted.com/talks/jennifer_l_eberhardt_how_racial_bias_works_and_how_to_disrupt_it
814,What yoga does to your body and brain,https://ted.com/talks/krishna_sudhir_what_yoga_does_to_your_body_and_brain
815,The new science of personalized vaccines,https://ted.com/talks/ofer_levy_the_new_science_of_personalized_vaccines
816,A dose of reality about generic drugs,https://ted.com/talks/katherine_eban_a_dose_of_reality_about_generic_drugs
817,Can steroids save your life?,https://ted.com/talks/anees_bahji_can_steroids_save_your_life
818,The alliances needed to rebuild the developing world,https://ted.com/talks/achim_steiner_the_alliances_needed_to_rebuild_the_developing_world
819,My secret to staying focused under pressure,https://ted.com/talks/russell_wilson_my_secret_to_staying_focused_under_pressure
820,How businesses can plan for the road to recovery,https://ted.com/talks/rich_lesser_how_businesses_can_plan_for_the_road_to_recovery
821,How fast can a vaccine be made?,https://ted.com/talks/dan_kwartler_how_fast_can_a_vaccine_be_made
822,3 secrets of resilient people,https://ted.com/talks/lucy_hone_3_secrets_of_resilient_people
823,The restorative potential of nature's beauty,https://ted.com/talks/louie_schwartzberg_the_restorative_potential_of_nature_s_beauty
824,"""All Together Now""",https://ted.com/talks/ok_go_all_together_now
825,How drawing can set you free,https://ted.com/talks/shantell_martin_how_drawing_can_set_you_free
826,What tech companies know about your kids,https://ted.com/talks/veronica_barassi_what_tech_companies_know_about_your_kids
827,Which voting system is the best?,https://ted.com/talks/alex_gendler_which_voting_system_is_the_best
828,How to turn your dissatisfaction into action,https://ted.com/talks/yvonne_aki_sawyerr_how_to_turn_your_dissatisfaction_into_action
829,"The difference between being ""not racist"" and antiracist",https://ted.com/talks/ibram_x_kendi_the_difference_between_being_not_racist_and_antiracist
830,We need to green the economy while restarting it,https://ted.com/talks/nigel_topping_we_need_to_green_the_economy_while_restarting_it
831,How flags unite (and divide) us,https://ted.com/talks/michael_green_how_flags_unite_and_divide_us
832,What can DNA tests really tell us about our ancestry?,https://ted.com/talks/prosanta_chakrabarty_what_can_dna_tests_really_tell_us_about_our_ancestry
833,The bill has come due for the US's history of racism,https://ted.com/talks/dr_phillip_atiba_goff_the_bill_has_come_due_for_the_us_s_history_of_racism
834,How to channel your presence and energy into ending injustice,https://ted.com/talks/rashad_robinson_how_to_channel_your_presence_and_energy_into_ending_injustice
835,The US needs a radical revolution of values,https://ted.com/talks/dr_bernice_king_the_us_needs_a_radical_revolution_of_values
836,The ACLU's call to defund the police,https://ted.com/talks/anthony_d_romero_the_aclu_s_call_to_defund_the_police
837,How to see more and care less: The art of Georgia O'Keeffe,https://ted.com/talks/iseult_gillespie_how_to_see_more_and_care_less_the_art_of_georgia_o_keeffe
838,The economic benefits of climate action ,https://ted.com/talks/marcelo_mena_the_economic_benefits_of_climate_action
839,5 steps to remove yourself from drama at work,https://ted.com/talks/anastasia_penright_5_steps_to_remove_yourself_from_drama_at_work
840,How to recognize your white privilege — and use it to fight inequality,https://ted.com/talks/peggy_mcintosh_how_to_recognize_your_white_privilege_and_use_it_to_fight_inequality
841,A day in the life of a Peruvian shaman,https://ted.com/talks/gabriel_prieto_a_day_in_the_life_of_a_peruvian_shaman
842,The path to ending systemic racism in the US,https://ted.com/talks/dr_phillip_atiba_goff_rashad_robinson_dr_bernice_king_anthony_d_romero_the_path_to_ending_systemic_racism_in_the_us
843,We need to address the real roots of racial violence,https://ted.com/talks/megan_ming_francis_we_need_to_address_the_real_roots_of_racial_violence
844,How complex global organizations are adapting to our new reality,https://ted.com/talks/sunil_prashara_how_complex_global_organizations_are_adapting_to_our_new_reality
845,How tech companies can help combat the pandemic and reshape public health,https://ted.com/talks/karen_desalvo_how_tech_companies_can_help_combat_the_pandemic_and_reshape_public_health
846,"The link between climate change, health and poverty",https://ted.com/talks/cheryl_holder_the_link_between_climate_change_health_and_poverty
847,How to quickly scale up contact tracing across the US,https://ted.com/talks/joia_mukherjee_how_to_quickly_scale_up_contact_tracing_across_the_us
848,How to support witnesses of harassment and build healthier workplaces,https://ted.com/talks/julia_shaw_how_to_support_witnesses_of_harassment_and_build_healthier_workplaces
849,When is a pandemic over?,https://ted.com/talks/alex_rosenthal_when_is_a_pandemic_over
850,"The new jobs of the future, and other insights on the changing workforce",https://ted.com/talks/ben_pring_the_new_jobs_of_the_future_and_other_insights_on_the_changing_workforce
851,The true cost of financial dependence,https://ted.com/talks/estelle_gibson_the_true_cost_of_financial_dependence
852,"""Beautifully Out of Place""",https://ted.com/talks/sierra_hull_beautifully_out_of_place
853,The case for vermicomposting,https://ted.com/talks/david_witzeneder_the_case_for_vermicomposting
854,"What COVID-19 means for the future of commerce, capitalism and cash",https://ted.com/talks/dan_schulman_what_covid_19_means_for_the_future_of_commerce_capitalism_and_cash
855,My story of love and loss as a transracial adoptee,https://ted.com/talks/sara_jones_my_story_of_love_and_loss_as_a_transracial_adoptee
856,What is phantom traffic and why is it ruining your life?,https://ted.com/talks/benjamin_seibold_what_is_phantom_traffic_and_why_is_it_ruining_your_life
857,Autofocusing reading glasses of the future,https://ted.com/talks/nitish_padmanaban_autofocusing_reading_glasses_of_the_future
858,How to raise kids who can overcome anxiety,https://ted.com/talks/anne_marie_albano_how_to_raise_kids_who_can_overcome_anxiety
859,The secret weapon against pandemics,https://ted.com/talks/georges_c_benjamin_the_secret_weapon_against_pandemics
860,"A COVID-19 ""exit"" strategy to end lockdown and reopen the economy",https://ted.com/talks/uri_alon_a_covid_19_exit_strategy_to_end_lockdown_and_reopen_the_economy
861,"Why should you read ""Moby Dick""?",https://ted.com/talks/sascha_morrell_why_should_you_read_moby_dick
862,Let's make the world wild again,https://ted.com/talks/kristine_tompkins_let_s_make_the_world_wild_again
863,How the US can address the tragedy of veteran suicide,https://ted.com/talks/charles_p_smith_how_the_us_can_address_the_tragedy_of_veteran_suicide
864,How do ventilators work?,https://ted.com/talks/alex_gendler_how_do_ventilators_work
865,How to meaningfully reconnect with those who have dementia,https://ted.com/talks/anne_basting_how_to_meaningfully_reconnect_with_those_who_have_dementia
866,Are we interrupting the kinky sex lives of fish?,https://ted.com/talks/marah_j_hardt_are_we_interrupting_the_kinky_sex_lives_of_fish
867,How to rebuild the global economy,https://ted.com/talks/kristalina_georgieva_how_to_rebuild_the_global_economy
868,Can you solve the world's most evil wizard riddle?,https://ted.com/talks/dan_finkel_can_you_solve_the_world_s_most_evil_wizard_riddle
869,Can we edit memories?,https://ted.com/talks/amy_milton_can_we_edit_memories
870,How literature can help us develop empathy,https://ted.com/talks/beth_ann_fennelly_how_literature_can_help_us_develop_empathy
871,How do you know if you have a virus?,https://ted.com/talks/cella_wright_how_do_you_know_if_you_have_a_virus
872,"To overcome challenges, stop comparing yourself to others",https://ted.com/talks/dean_furness_to_overcome_challenges_stop_comparing_yourself_to_others
873,The language of being human,https://ted.com/talks/poet_ali_the_language_of_being_human
874,What is a coronavirus?,https://ted.com/talks/elizabeth_cox_what_is_a_coronavirus
